word,start,end,duration,f0_mean,f0_median,f0_std,voiced_fraction,jitter_approx,rms_mean,rms_std
i,8.76,8.91,0.15000000000000036,171.06083940654537,172.60850153728515,3.6733877449738612,0.5,0.01464067186687203,0.10867021977901459,0.03704022988677025
ship,8.91,9.35,0.4399999999999995,,,,0.0,,0.08071525394916534,0.05126582458615303
well,9.7,10.13,0.4300000000000015,200.7410716379495,197.13640988262864,14.495803816396604,0.7407407407407407,0.02258352566095389,0.11160769313573837,0.05679157376289368
i,10.55,10.75,0.1999999999999993,176.96907057014516,180.77186920887385,8.466901749260876,0.6923076923076923,0.03317251385774311,0.13783922791481018,0.02976982109248638
help,10.75,11.08,0.33000000000000007,,,,0.0,,0.05487086623907089,0.031424153596162796
design,11.08,11.67,0.5899999999999999,91.65786247083317,88.83315834800462,9.061259733273625,0.24324324324324326,0.0480801724404066,0.05376627668738365,0.028543399646878242
i,12.179999,12.369999,0.1899999999999995,131.38563396155112,132.33275396903284,2.868374998966888,0.5833333333333334,0.012681530245705131,0.11208153516054153,0.03712393343448639
implement,12.41,12.93,0.5199999999999996,104.79469501613224,101.45478129445331,19.45007867555133,0.8181818181818182,0.0266230247860535,0.09809121489524841,0.04129495099186897
certain,13.049999,13.809999,0.7599999999999998,290.5965607187306,376.4618113003449,145.62752322005844,0.3125,0.09452462546338633,0.12082221359014511,0.03010573424398899
components,13.809999,14.599999,0.7900000000000009,96.79127673327527,104.42763330455712,16.90827131061285,0.42,0.04599581565049822,0.06533049046993256,0.03804027661681175
and,15.16,15.38,0.22000000000000064,266.31681557892813,272.42079928303684,58.19674263545459,0.7857142857142857,0.06806613597705831,0.11053452640771866,0.03027896210551262
i,15.38,15.48,0.09999999999999964,75.53280700846557,74.94084610423366,4.108475305489198,0.8571428571428571,0.040937388897562044,0.05964961275458336,0.005687377415597439
ship,15.49,15.81,0.3200000000000003,,,,0.0,,0.08246134221553802,0.028878604993224144
some,15.809999,16.009999,0.20000000000000107,65.40639132514966,65.40639132514966,0.0,0.23076923076923078,0.0,0.058436088263988495,0.036050062626600266
features,16.01,16.560000000000002,0.5500000000000007,1687.830731366666,1685.9511592722113,64.5208699522651,0.22857142857142856,0.017212639710634508,0.0493309386074543,0.01816479116678238
the,18.440001,18.610001,0.1700000000000017,138.2981921480473,141.01384901128017,10.1112304126748,0.6363636363636364,0.04211339083299935,0.13545775413513184,0.05155584216117859
life,18.609999,18.949999,0.33999999999999986,186.85230539625184,187.14677540918822,6.2148723186602,0.8636363636363636,0.009229205938046317,0.1494307667016983,0.027609430253505707
cycle,18.949999,19.599999,0.6500000000000021,137.14591364013,135.4258854679408,19.494534280424748,0.8048780487804879,0.032327549460696506,0.11433545500040054,0.04087798669934273
is,19.749998999999995,19.909999,0.1600000000000037,118.5150379494878,119.95585059317834,10.500734467123173,0.8181818181818182,0.03467437224847215,0.12236147373914719,0.03506772220134735
a,19.909999,20.039999,0.13000000000000256,106.22131581373402,107.8097214008316,8.380477458266157,0.8888888888888888,0.04230708533534897,0.08777006715536118,0.026025038212537766
team,20.099999,20.569999,0.46999999999999886,79.95643953941251,76.25078902005046,14.111272552707115,0.6,0.027087366766030917,0.07468581199645996,0.031420398503541946
thing,20.579999,21.099999,0.5199999999999996,,,,0.0,,0.02914523147046566,0.02025429531931877
so,21.399999,21.619999,0.21999999999999886,1771.2244651087503,1770.1955762794225,18.727317438284928,0.7857142857142857,0.006348771104677589,0.12498293071985245,0.021956203505396843
when,21.619999,21.649999,0.030000000000001137,,,,0.0,,0.10543370246887207,0.0
i,21.92,22.1,0.17999999999999972,136.2580524283026,139.3941668115768,7.143783717704982,0.9166666666666666,0.014627094032935925,0.10491488128900528,0.013698839582502842
say,22.1,22.630000000000003,0.5300000000000011,109.52259461571832,102.63362906904881,23.049268574857248,0.6176470588235294,0.03589652141277856,0.09785830229520798,0.037768036127090454
i,22.86,23.11,0.25,136.68940700512854,145.14587018501834,14.849446827567952,0.6875,0.028507483673042854,0.10807600617408752,0.020373288542032242
handled,23.12,23.65,0.5299999999999976,164.33767843251158,163.86452094349724,27.05998426269302,0.5,0.06852829917483536,0.07974985986948013,0.03987754508852959
it,23.65,23.96,0.3100000000000023,470.8879744025471,477.05982293262406,22.563489735119678,0.65,0.020729928394444392,0.023758815601468086,0.018153170123696327
i,24.11,24.27,0.16000000000000014,215.07871729895487,211.28204791122093,6.718487234977135,0.5454545454545454,0.014885055991685433,0.1277897208929062,0.03597012162208557
mean,24.27,24.72,0.4499999999999993,128.0454925514186,113.2534687362479,33.97145812279823,0.9655172413793104,0.027783644270210888,0.09630800038576126,0.03624529391527176
i,25.11,25.28,0.1700000000000017,228.49013753585024,220.63722351746387,13.976795753230661,0.7272727272727273,0.02608528431911674,0.14336086809635162,0.04229773208498955
handled,25.28,25.76,0.4800000000000004,107.84359966501155,103.36770061712795,27.41168504931318,0.5806451612903226,0.04357322989658839,0.06334004551172256,0.029625698924064636
part,25.82,26.12,0.3000000000000007,,,,0.0,,0.07935445755720139,0.04249037802219391
of,26.12,26.24,0.11999999999999744,,,,0.0,,0.025292277336120605,0.00635248888283968
it,26.24,26.520000000000003,0.2800000000000047,,,,0.0,,0.030963340774178505,0.009847011417150497
it's,27.3,27.65,0.34999999999999787,106.66051249930689,106.252996181733,3.7740949928789633,0.4090909090909091,0.02807943026849109,0.09611518681049347,0.022120840847492218
cleaner,27.75,28.28,0.5300000000000011,164.74275591526072,177.1901408116875,38.92268518194097,0.4117647058823529,0.06246062445292067,0.10124025493860245,0.06248032674193382
to,28.28,28.44,0.16000000000000014,,,,0.0,,0.07528180629014969,0.0186486653983593
tell,28.44,28.72,0.2799999999999976,,,,0.0,,0.09789082407951355,0.013110511004924774
it,28.719999,28.859999,0.13999999999999702,,,,0.0,,0.024201251566410065,0.009929520078003407
like,28.86,29.14,0.28000000000000114,,,,0.0,,0.017906464636325836,0.00943778920918703
that,29.139999,29.639999,0.5,70.3758519940436,67.12906906681928,5.5056540911375365,0.1875,0.07506001618337103,0.029525641351938248,0.019319742918014526
