word,start,end,duration,f0_mean,f0_median,f0_std,voiced_fraction,jitter_approx,rms_mean,rms_std
while,24.540000000000003,24.980000000000004,0.4400000000000013,92.0508631534217,88.83315834800462,7.494122103910681,0.9642857142857143,0.014212818148702283,0.11877278238534927,0.02266329526901245
i,25.140000000000004,25.35,0.2099999999999973,108.85034869736535,111.27813843321147,3.0839469602141167,0.6428571428571429,0.0138330149642203,0.13275828957557678,0.046014945954084396
told,25.35,25.680000000000003,0.33000000000000185,102.25148171756757,101.74864207899867,2.8680141944906192,0.6666666666666666,0.009306865934027936,0.11948460340499878,0.0429745614528656
myself,25.680000000000003,26.200000000000003,0.5199999999999996,96.93201163582346,95.76056196257365,5.30863871972574,0.8181818181818182,0.020467562134087663,0.1181793138384819,0.032689306885004044
that,26.200000000000003,26.340000000000003,0.14000000000000057,92.76470176644621,93.03444464945933,4.031676176891552,0.6666666666666666,0.03009392715046187,0.09486076980829239,0.018689870834350586
stitching,26.340000000000003,26.830000000000005,0.490000000000002,140.53896634305778,135.06292110884345,15.484329082782718,0.5161290322580645,0.023815861997464036,0.12732000648975372,0.031165970489382744
counts,26.85,27.28,0.4299999999999997,91.85014710062242,88.32151700497141,6.535690198824447,0.6296296296296297,0.02907049658266864,0.10507563501596451,0.021691273897886276
as,27.28,27.6,0.3200000000000003,81.22075758829115,80.29281916666486,3.2486940163861857,0.6666666666666666,0.014770414104238488,0.09953626990318298,0.024090612307190895
designing,27.840000000000003,28.81,0.9699999999999953,95.62054193078532,96.93143072299898,21.993790208176662,0.6885245901639344,0.026164651243293466,0.08281921595335007,0.05703115090727806
it's,29.31,29.540000000000006,0.23000000000000753,,,,0.0,,0.08849884569644928,0.01852763071656227
not,29.540000000000003,29.690000000000005,0.15000000000000213,143.45588264618542,147.682975305829,25.7741376036225,0.9,0.07091211537000515,0.12933774292469025,0.025568628683686256
a,29.690000000000005,29.750000000000004,0.05999999999999872,,,,0.0,,0.06577442586421967,0.0
lie,29.750000000000004,30.130000000000003,0.379999999999999,,,,0.0,,0.0844634398818016,0.03377857059240341
so,30.239999000000005,30.449999000000005,0.21000000000000085,,,,0.0,,0.13565681874752045,0.041501086205244064
much,30.450000000000003,30.67,0.21999999999999886,103.3117899465541,103.22817963382575,4.15655037423854,0.7857142857142857,0.014468975302545713,0.12115035206079483,0.023119499906897545
as,30.67,30.840000000000003,0.1700000000000017,93.7470115893699,97.17328629893352,11.719628648264308,0.9090909090909091,0.058508287749079645,0.11435317993164062,0.026955746114253998
a,30.840000000000003,30.99,0.14999999999999503,83.88345714777535,80.0609250563203,8.461743138293713,0.9,0.04198768510179046,0.08069811761379242,0.024852924048900604
convenience,31.330000000000005,32.260000000000005,0.9299999999999997,102.05106639257153,103.83310274959732,22.49710997626398,0.5084745762711864,0.03841571023329679,0.09022561460733414,0.05177713558077812
