word,start,end,duration,f0_mean,f0_median,f0_std,voiced_fraction,jitter_approx,rms_mean,rms_std
together,8.17,8.85,0.6799999999999997,94.75654961006916,98.85205574875303,5.5191526968827125,0.18604651162790697,0.020014041213526075,0.08577065914869308,0.04703887179493904
not,9.78,10.09,0.3100000000000005,155.07838520244252,158.2826938011902,22.753487884796456,0.75,0.05584287773255923,0.14082549512386322,0.06588765978813171
that,10.09,10.23,0.14000000000000057,,,,0.0,,0.09776046127080917,0.012006590142846107
it,10.23,10.34,0.10999999999999943,,,,0.0,,0.056014928966760635,0.006563330534845591
matters,10.349999,10.939999,0.5899999999999999,69.17000544532841,69.69824612338871,2.1677899010232258,0.2702702702702703,0.01283606146735524,0.07771053165197372,0.01423859316855669
but,11.16,11.39,0.23000000000000043,,,,0.0,,0.09632610529661179,0.04974398389458656
building,11.41,11.84,0.4299999999999997,142.36225420296793,149.39896882100535,26.49345650554494,0.8518518518518519,0.04769466085642304,0.16509020328521729,0.04585466533899307
that,11.84,12.06,0.22000000000000064,103.79046528740027,105.03257643014581,5.341160669285104,0.9285714285714286,0.02186622366211057,0.10054069757461548,0.02793915383517742
way,12.059999,12.279999,0.22000000000000064,86.77347017384221,85.80717486147108,2.8431659576960353,0.9285714285714286,0.0172979944735461,0.1065538078546524,0.020572634413838387
stuck,12.28,12.61,0.33000000000000007,,,,0.0,,0.09513948112726212,0.023347953334450722
with,12.63,12.9,0.2699999999999996,94.47945484488312,96.31529725464738,5.893896677729133,0.7647058823529411,0.03302008173304027,0.11505911499261856,0.04686197265982628
me,12.929999,13.299999,0.3699999999999992,69.59843263270557,68.49972922973525,3.386047829487477,0.375,0.040050599911171395,0.04297089949250221,0.02197311446070671
quick,13.53,13.75,0.22000000000000064,,,,0.0,,0.10954178869724274,0.060916732996702194
fixes,13.77,14.34,0.5700000000000003,,,,0.0,,0.08327320218086243,0.028951235115528107
duct,14.44,14.67,0.23000000000000043,,,,0.0,,0.08886899054050446,0.05637984350323677
tape,14.67,14.93,0.2599999999999998,,,,0.0,,0.08897176384925842,0.021065348759293556
elegance,14.929999,15.549999,0.6199999999999992,85.16540965541807,89.09343346661595,11.144590345168547,0.358974358974359,0.05166104797227904,0.08232692629098892,0.032235585153102875
so,16.34,16.96,0.620000000000001,1788.916167464632,1780.4502149313835,10.655334486640626,0.28205128205128205,0.0017260479439223206,0.10384903103113174,0.05118171125650406
when,17.129999,17.409999000000003,0.28000000000000114,134.64233732530644,135.8226741114913,5.791720539474266,0.6666666666666666,0.01998349764716249,0.1450512856245041,0.0621391199529171
people,17.41,17.87,0.46000000000000085,208.40663238212107,218.79127965819214,20.104778410679884,0.6206896551724138,0.019499736094678664,0.1294195055961609,0.032957226037979126
ask,17.9,18.4,0.5,81.90527198402266,77.33375603922921,8.089836574862415,0.5,0.02060153419881308,0.10239692777395248,0.018199006095528603
about,18.4,18.94,0.5400000000000027,81.50833609873489,79.59980805922079,6.749119127275323,0.7941176470588235,0.022322386086427313,0.09336011856794357,0.012090793810784817
ownership,19.28,20.02,0.7399999999999984,128.8796078231328,142.3127361036789,36.88144177685432,0.3829787234042553,0.05937259671063936,0.10752955824136734,0.06670554727315903
of,20.09,20.32,0.23000000000000043,,,,0.0,,0.10549236088991165,0.03482921048998833
systems,20.32,20.98,0.6600000000000001,,,,0.0,,0.09167180955410004,0.029491188004612923
i,21.27,21.53,0.26000000000000156,140.56243144889382,143.06553934291156,5.987368010831756,0.8235294117647058,0.014724249682138256,0.14583304524421692,0.030112387612462044
say,21.54,21.86,0.3200000000000003,112.54493128205655,108.1102658399776,6.685941035596847,0.5714285714285714,0.016646679019737674,0.12746308743953705,0.030296551063656807
i,21.86,22.01,0.15000000000000213,97.10637654530255,98.56656061031477,4.116536143935733,0.8,0.02482524157756986,0.11821254342794418,0.022159013897180557
built,22.02,22.26,0.240000000000002,90.54407792331257,91.44227014117277,3.559134982050658,0.375,0.023390217075110957,0.0971996858716011,0.0442463718354702
parts,22.3,22.67,0.370000000000001,131.571957935518,133.87038650376502,4.685987561596551,0.375,0.012513755511814958,0.0982089638710022,0.039237067103385925
of,22.67,22.83,0.1599999999999966,,,,0.0,,0.053293630480766296,0.018656641244888306
things,22.83,23.32,0.490000000000002,,,,0.0,,0.04948511719703674,0.021922774612903595
stitched,23.34,23.83,0.48999999999999844,183.1104686497362,184.9972113558172,5.5655834761631064,0.22580645161290322,0.016712507328746948,0.09619228541851044,0.031521666795015335
services,23.84,24.47,0.629999999999999,,,,0.0,,0.10640124976634979,0.036398064345121384
together,24.47,24.96,0.490000000000002,,,,0.0,,0.0808367133140564,0.017268458381295204
and,25.08,25.25,0.1700000000000017,125.72455016424514,128.565497341737,4.817803779260716,0.5454545454545454,0.022521275065592837,0.12292661517858505,0.05616779252886772
occasionally,25.25,25.89,0.6400000000000006,129.4438145301659,126.7270359447736,11.17992873579153,0.8292682926829268,0.02123639954090558,0.14011751115322113,0.043931856751441956
owned,25.93,26.33,0.3999999999999986,96.87924604996905,93.03444464945933,6.385524500130008,0.8846153846153846,0.01823216814684875,0.12603917717933655,0.02462056837975979
a,26.4,26.5,0.10000000000000142,108.14659378576789,109.36644661993022,2.767382061580411,0.7142857142857143,0.0176290319355856,0.1282489150762558,0.009590239264070988
small,26.5,26.97,0.46999999999999886,87.92159253122308,83.3644111580719,9.417018429546872,0.6333333333333333,0.016456136218665086,0.10013512521982193,0.023920543491840363
feature,26.98,27.83,0.8499999999999979,,,,0.0,,0.05251721665263176,0.05288098007440567
sometimes,27.969999,28.469999,0.5,,,,0.0,,0.09881193935871124,0.037566568702459335
i,28.469999,28.559999,0.08999999999999986,,,,0.0,,0.05819317325949669,0.004792098421603441
talk,28.59,28.82,0.23000000000000043,,,,0.0,,0.09363234788179398,0.031495071947574615
about,28.83,29.09,0.26000000000000156,,,,0.0,,0.0733414888381958,0.01527060754597187
entire,29.09,29.44,0.3500000000000014,,,,0.0,,0.07090477645397186,0.01742671988904476
projects,29.44,30.12,0.6799999999999997,,,,0.0,,0.09262439608573914,0.02648603357374668
because,30.46,30.76,0.3000000000000007,157.8242888195926,160.1218501126406,3.496637718816286,0.5789473684210527,0.007070782977675034,0.12393055111169815,0.04200512543320656
it's,30.759999,30.919999,0.16000000000000014,,,,0.0,,0.08548533916473389,0.008869829587638378
simpler,30.92,31.380000000000003,0.46000000000000085,103.24362204561497,101.45478129445331,7.12196773287456,0.4482758620689655,0.019208697173374346,0.12754343450069427,0.03660489618778229
to,31.509999,31.639999,0.129999999999999,,,,0.0,,0.11341115832328796,0.03276407718658447
tell,31.639999,31.819999,0.17999999999999972,112.17796391892651,112.57112811964524,6.032386632947984,0.5833333333333334,0.025927908865829786,0.10789615660905838,0.02100900001823902
a,31.82,31.9,0.0799999999999983,96.01468346054602,98.56656061031477,5.103754299537473,0.8333333333333334,0.0361009581316598,0.09986070543527603,0.00785821583122015
story,31.9,32.45,0.5500000000000043,97.19671559637696,84.33868652946364,29.824684614049914,0.6285714285714286,0.048814611448128264,0.11386719346046448,0.042539965361356735
than,32.45,32.61,0.1599999999999966,80.45729285492177,80.0609250563203,1.2770884299973717,0.5454545454545454,0.016177490567325124,0.07482285797595978,0.021044757217168808
to,32.61,32.76,0.14999999999999858,,,,0.0,,0.11833224445581436,0.01789654605090618
read,32.759999,33.179999,0.4200000000000017,84.39095129592458,83.1271127536422,9.89106206268015,0.9629629629629629,0.02718209231806729,0.10518207401037216,0.03985736891627312
the,33.179999,33.259999,0.0799999999999983,69.59672699039581,69.6970834057884,0.17382241032546436,0.6666666666666666,0.0019281878862529066,0.06449813395738602,0.0021061354782432318
commit,33.259999,33.609999,0.3500000000000014,85.44561270152185,86.80420620725057,7.5792836969687505,0.6818181818181818,0.04331318601136392,0.09413143992424011,0.03613709658384323
history,33.61,34.16,0.5499999999999972,,,,0.0,,0.06763734668493271,0.03792290762066841
it,34.719999,34.949999,0.22999999999999687,72.37799000837342,72.99334582862124,2.5163614640268754,0.4666666666666667,0.032024839828025044,0.07762325555086136,0.041178226470947266
gets,34.980000000000004,35.27,0.28999999999999915,,,,0.0,,0.06443538516759872,0.014241427183151245
messy,35.279999000000004,35.79999900000001,0.5200000000000031,,,,0.0,,0.08449683338403702,0.0202473234385252
